,,Subject,,,fz098,
3512,559.227,Input,38,Off1B2,,
3513,561.030,Input,6,On1B2,,
3514,561.082,Input,38,Off1B2,,
3515,561.462,Input,6,On1B2,,
3516,561.534,Input,38,Off1B2,,
3517,561.573,Exit,2,ITI,Time,
3518,561.573,Entry,3,Wait,,
3519,562.073,Exit,3,Wait,Time,
3520,562.073,List,,TrialType10,    4.000,
3521,562.073,Entry,4,CueLeft,,
3522,562.173,Exit,4,CueLeft,Time,
3523,562.173,Entry,5,DeadLeft,,
3524,562.273,Exit,5,DeadLeft,Time,
3525,562.273,Entry,6,WaitForLickLeft,,
3526,562.388,Input,5,On1B1,,
3527,562.388,Exit,6,WaitForLickLeft,5,
3528,562.388,Entry,7,HitLeft,,
3529,562.389,Exit,7,HitLeft,Time,
3530,562.389,Entry,16,WaterOut,,
3531,562.429,Input,37,Off1B1,,
3532,562.464,Exit,16,WaterOut,Time,
3533,562.464,Entry,17,WaterConsumption,,
3534,562.464,Reg,14,CupUp, 1925.000,
3535,563.975,Input,5,On1B1,,
3536,564.027,Input,37,Off1B1,,
3537,564.390,Exit,17,WaterConsumption,Time,
3538,564.390,Entry,19,TrialEnd,,
3539,564.390,Reg,3,ActionRate,    1.000,
3540,564.390,Reg,4,LeftCorrect,    1.000,
3541,564.390,Reg,5,RightCorrect,    0.941,
3542,564.391,Exit,19,TrialEnd,Time,
3543,564.391,Entry,1,Trial,,
3544,564.391,Reg,1,Trial,   68.000,
3545,564.393,Exit,1,Trial,Time,
3546,564.393,Entry,2,ITI,,
3547,564.393,Reg,6,ITItime, 2571.106,
3548,564.453,Input,5,On1B1,,
3549,564.506,Input,37,Off1B1,,
3550,566.965,Exit,2,ITI,Time,
3551,566.965,Entry,3,Wait,,
3552,567.143,Input,6,On1B2,,
3553,567.143,Exit,3,Wait,6,
3554,567.143,Entry,18,Punish,,
3555,567.184,Input,38,Off1B2,,
3556,567.274,Input,6,On1B2,,
3557,567.336,Input,38,Off1B2,,
3558,568.037,Input,6,On1B2,,
3559,568.080,Input,38,Off1B2,,
3560,568.143,Exit,18,Punish,Time,
3561,568.143,Entry,3,Wait,,
3562,568.282,Input,6,On1B2,,
3563,568.282,Exit,3,Wait,6,
3564,568.282,Entry,18,Punish,,
3565,568.364,Input,38,Off1B2,,
3566,569.282,Exit,18,Punish,Time,
3567,569.282,Entry,3,Wait,,
3568,569.782,Exit,3,Wait,Time,
3569,569.782,List,,TrialType10,    9.000,
3570,569.782,Entry,9,CueRight,,
3571,569.883,Exit,9,CueRight,Time,
3572,569.883,Entry,10,DeadRight,,
3573,569.983,Exit,10,DeadRight,Time,
3574,569.983,Entry,11,WaitForLickRight,,
3575,572.078,Input,6,On1B2,,
3576,572.078,Exit,11,WaitForLickRight,6,
3577,572.078,Entry,12,HitRight,,
3578,572.080,Exit,12,HitRight,Time,
3579,572.080,Entry,16,WaterOut,,
3580,572.130,Input,38,Off1B2,,
3581,572.155,Exit,16,WaterOut,Time,
3582,572.155,Entry,17,WaterConsumption,,
3583,572.155,Reg,14,CupUp, 1925.000,
3584,572.280,Input,6,On1B2,,
3585,572.422,Input,38,Off1B2,,
3586,572.635,Input,6,On1B2,,
3587,572.686,Input,38,Off1B2,,
3588,572.762,Input,6,On1B2,,
3589,572.814,Input,38,Off1B2,,
3590,572.885,Input,6,On1B2,,
3591,572.958,Input,38,Off1B2,,
3592,574.081,Exit,17,WaterConsumption,Time,
3593,574.081,Entry,19,TrialEnd,,
3594,574.081,Reg,3,ActionRate,    1.000,
3595,574.081,Reg,4,LeftCorrect,    1.000,
3596,574.081,Reg,5,RightCorrect,    0.943,
3597,574.083,Exit,19,TrialEnd,Time,
3598,574.083,Entry,1,Trial,,
3599,574.083,Reg,1,Trial,   69.000,
3600,574.084,Exit,1,Trial,Time,
3601,574.084,Entry,2,ITI,,
3602,574.084,Reg,6,ITItime, 3365.895,
3603,577.450,Exit,2,ITI,Time,
3604,577.450,Entry,3,Wait,,
3605,577.950,Exit,3,Wait,Time,
3606,577.950,List,,TrialType10,    4.000,
3607,577.950,Entry,4,CueLeft,,
3608,578.050,Exit,4,CueLeft,Time,
3609,578.050,Entry,5,DeadLeft,,
3610,578.150,Exit,5,DeadLeft,Time,
3611,578.150,Entry,6,WaitForLickLeft,,
3612,578.622,Input,5,On1B1,,
3613,578.622,Exit,6,WaitForLickLeft,5,
3614,578.622,Entry,7,HitLeft,,
3615,578.623,Exit,7,HitLeft,Time,
3616,578.623,Entry,16,WaterOut,,
3617,578.674,Input,37,Off1B1,,
3618,578.698,Exit,16,WaterOut,Time,
3619,578.698,Entry,17,WaterConsumption,,
3620,578.698,Reg,14,CupUp, 1925.000,
3621,579.467,Input,6,On1B2,,
3622,579.528,Input,38,Off1B2,,
3623,580.624,Exit,17,WaterConsumption,Time,
3624,580.624,Entry,19,TrialEnd,,
3625,580.624,Reg,3,ActionRate,    1.000,
3626,580.624,Reg,4,LeftCorrect,    1.000,
3627,580.624,Reg,5,RightCorrect,    0.943,
3628,580.625,Exit,19,TrialEnd,Time,
3629,580.625,Entry,1,Trial,,
3630,580.625,Reg,1,Trial,   70.000,
3631,580.627,Exit,1,Trial,Time,
3632,580.627,Entry,2,ITI,,
3633,580.627,Reg,6,ITItime, 2838.589,
3634,583.466,Exit,2,ITI,Time,
3635,583.466,Entry,3,Wait,,
3636,583.966,Exit,3,Wait,Time,
3637,583.966,List,,TrialType10,    4.000,
3638,583.966,Entry,4,CueLeft,,
3639,584.066,Exit,4,CueLeft,Time,
3640,584.066,Entry,5,DeadLeft,,
3641,584.166,Exit,5,DeadLeft,Time,
3642,584.166,Entry,6,WaitForLickLeft,,
3643,584.620,Input,5,On1B1,,
3644,584.620,Exit,6,WaitForLickLeft,5,
3645,584.620,Entry,7,HitLeft,,
3646,584.621,Exit,7,HitLeft,Time,
3647,584.621,Entry,16,WaterOut,,
3648,584.683,Input,37,Off1B1,,
3649,584.696,Exit,16,WaterOut,Time,
3650,584.696,Entry,17,WaterConsumption,,
3651,584.696,Reg,14,CupUp, 1925.000,
3652,585.310,Input,6,On1B2,,
3653,585.350,Input,38,Off1B2,,
3654,585.758,Input,6,On1B2,,
3655,585.789,Input,38,Off1B2,,
3656,586.622,Exit,17,WaterConsumption,Time,
3657,586.622,Entry,19,TrialEnd,,
3658,586.622,Reg,3,ActionRate,    1.000,
3659,586.622,Reg,4,LeftCorrect,    1.000,
3660,586.622,Reg,5,RightCorrect,    0.943,
3661,586.623,Exit,19,TrialEnd,Time,
3662,586.623,Entry,1,Trial,,
3663,586.623,Reg,1,Trial,   71.000,
3664,586.625,Exit,1,Trial,Time,
3665,586.625,Entry,2,ITI,,
3666,586.625,Reg,6,ITItime, 3440.188,
3667,589.357,Input,6,On1B2,,
3668,589.410,Input,38,Off1B2,,
3669,589.645,Input,6,On1B2,,
3670,589.717,Input,38,Off1B2,,
3671,589.963,Input,6,On1B2,,
3672,590.025,Input,38,Off1B2,,
3673,590.067,Exit,2,ITI,Time,
3674,590.067,Entry,3,Wait,,
3675,590.568,Exit,3,Wait,Time,
3676,590.568,List,,TrialType10,    4.000,
3677,590.568,Entry,4,CueLeft,,
3678,590.668,Exit,4,CueLeft,Time,
3679,590.668,Entry,5,DeadLeft,,
3680,590.768,Exit,5,DeadLeft,Time,
3681,590.768,Entry,6,WaitForLickLeft,,
3682,591.048,Input,5,On1B1,,
3683,591.048,Exit,6,WaitForLickLeft,5,
3684,591.048,Entry,7,HitLeft,,
3685,591.049,Exit,7,HitLeft,Time,
3686,591.049,Entry,16,WaterOut,,
3687,591.109,Input,37,Off1B1,,
3688,591.124,Exit,16,WaterOut,Time,
3689,591.124,Entry,17,WaterConsumption,,
3690,591.124,Reg,14,CupUp, 1925.000,
3691,592.443,Input,5,On1B1,,
3692,592.505,Input,37,Off1B1,,
3693,592.745,Input,6,On1B2,,
3694,592.818,Input,38,Off1B2,,
3695,593.050,Exit,17,WaterConsumption,Time,
3696,593.050,Entry,19,TrialEnd,,
3697,593.050,Reg,3,ActionRate,    1.000,
3698,593.050,Reg,4,LeftCorrect,    1.000,
3699,593.050,Reg,5,RightCorrect,    0.943,
3700,593.051,Exit,19,TrialEnd,Time,
3701,593.051,Entry,1,Trial,,
3702,593.051,Reg,1,Trial,   72.000,
3703,593.052,Exit,1,Trial,Time,
3704,593.052,Entry,2,ITI,,
3705,593.052,Reg,6,ITItime, 2040.641,
3706,595.093,Exit,2,ITI,Time,
3707,595.093,Entry,3,Wait,,
3708,595.594,Exit,3,Wait,Time,
3709,595.594,List,,TrialType10,    9.000,
3710,595.594,Entry,9,CueRight,,
3711,595.694,Exit,9,CueRight,Time,
3712,595.694,Entry,10,DeadRight,,
3713,595.794,Exit,10,DeadRight,Time,
3714,595.794,Entry,11,WaitForLickRight,,
3715,596.801,Input,6,On1B2,,
3716,596.801,Exit,11,WaitForLickRight,6,
3717,596.801,Entry,12,HitRight,,
3718,596.803,Exit,12,HitRight,Time,
3719,596.803,Entry,16,WaterOut,,
3720,596.853,Input,38,Off1B2,,
3721,596.878,Exit,16,WaterOut,Time,
3722,596.878,Entry,17,WaterConsumption,,
3723,596.878,Reg,14,CupUp, 1925.000,
3724,597.105,Input,6,On1B2,,
3725,597.167,Input,38,Off1B2,,
3726,597.380,Input,6,On1B2,,
3727,597.432,Input,38,Off1B2,,
3728,598.588,Input,5,On1B1,,
3729,598.619,Input,37,Off1B1,,
3730,598.709,Input,5,On1B1,,
3731,598.770,Input,37,Off1B1,,
3732,598.804,Exit,17,WaterConsumption,Time,
3733,598.804,Entry,19,TrialEnd,,
3734,598.804,Reg,3,ActionRate,    1.000,
3735,598.804,Reg,4,LeftCorrect,    1.000,
3736,598.804,Reg,5,RightCorrect,    0.944,
3737,598.806,Exit,19,TrialEnd,Time,
3738,598.806,Entry,1,Trial,,
3739,598.806,Reg,1,Trial,   73.000,
3740,598.807,Exit,1,Trial,Time,
3741,598.807,Entry,2,ITI,,
3742,598.807,Reg,6,ITItime, 2944.280,
3743,600.917,Input,6,On1B2,,
3744,600.969,Input,38,Off1B2,,
3745,601.475,Input,6,On1B2,,
3746,601.537,Input,38,Off1B2,,
3747,601.752,Exit,2,ITI,Time,
3748,601.752,Entry,3,Wait,,
3749,602.252,Exit,3,Wait,Time,
3750,602.252,List,,TrialType10,    4.000,
3751,602.252,Entry,4,CueLeft,,
3752,602.353,Exit,4,CueLeft,Time,
3753,602.353,Entry,5,DeadLeft,,
3754,602.453,Exit,5,DeadLeft,Time,
3755,602.453,Entry,6,WaitForLickLeft,,
3756,602.812,Input,5,On1B1,,
3757,602.812,Exit,6,WaitForLickLeft,5,
3758,602.812,Entry,7,HitLeft,,
3759,602.813,Exit,7,HitLeft,Time,
3760,602.813,Entry,16,WaterOut,,
3761,602.864,Input,37,Off1B1,,
3762,602.888,Exit,16,WaterOut,Time,
3763,602.888,Entry,17,WaterConsumption,,
3764,602.888,Reg,14,CupUp, 1925.000,
3765,603.529,Input,6,On1B2,,
3766,603.581,Input,38,Off1B2,,
3767,603.832,Input,5,On1B1,,
3768,603.893,Input,37,Off1B1,,
3769,604.351,Input,5,On1B1,,
3770,604.403,Input,37,Off1B1,,
3771,604.497,Input,5,On1B1,,
3772,604.558,Input,37,Off1B1,,
3773,604.815,Exit,17,WaterConsumption,Time,
3774,604.815,Entry,19,TrialEnd,,
3775,604.815,Reg,3,ActionRate,    1.000,
3776,604.815,Reg,4,LeftCorrect,    1.000,
3777,604.815,Reg,5,RightCorrect,    0.944,
3778,604.816,Exit,19,TrialEnd,Time,
3779,604.816,Entry,1,Trial,,
3780,604.816,Reg,1,Trial,   74.000,
3781,604.818,Exit,1,Trial,Time,
3782,604.818,Entry,2,ITI,,
3783,604.818,Reg,6,ITItime, 2042.180,
3784,606.862,Exit,2,ITI,Time,
3785,606.862,Entry,3,Wait,,
3786,607.362,Exit,3,Wait,Time,
3787,607.362,List,,TrialType10,    9.000,
3788,607.362,Entry,9,CueRight,,
3789,607.462,Exit,9,CueRight,Time,
3790,607.462,Entry,10,DeadRight,,
3791,607.562,Exit,10,DeadRight,Time,
3792,607.562,Entry,11,WaitForLickRight,,
3793,607.585,Input,6,On1B2,,
3794,607.585,Exit,11,WaitForLickRight,6,
3795,607.585,Entry,12,HitRight,,
3796,607.586,Exit,12,HitRight,Time,
3797,607.586,Entry,16,WaterOut,,
3798,607.617,Input,38,Off1B2,,
3799,607.661,Exit,16,WaterOut,Time,
3800,607.661,Entry,17,WaterConsumption,,
3801,607.661,Reg,14,CupUp, 1925.000,
3802,608.598,Input,6,On1B2,,
3803,608.639,Input,38,Off1B2,,
3804,608.995,Input,6,On1B2,,
3805,609.036,Input,38,Off1B2,,
3806,609.565,Input,5,On1B1,,
3807,609.587,Exit,17,WaterConsumption,Time,
3808,609.587,Entry,19,TrialEnd,,
3809,609.587,Reg,3,ActionRate,    1.000,
3810,609.587,Reg,4,LeftCorrect,    1.000,
3811,609.587,Reg,5,RightCorrect,    0.946,
3812,609.588,Exit,19,TrialEnd,Time,
3813,609.588,Entry,1,Trial,,
3814,609.588,Reg,1,Trial,   75.000,
3815,609.590,Exit,1,Trial,Time,
3816,609.590,Entry,2,ITI,,
3817,609.590,Reg,6,ITItime, 2779.219,
3818,609.636,Input,37,Off1B1,,
3819,612.261,Input,6,On1B2,,
3820,612.323,Input,38,Off1B2,,
3821,612.370,Exit,2,ITI,Time,
3822,612.370,Entry,3,Wait,,
3823,612.742,Input,6,On1B2,,
3824,612.742,Exit,3,Wait,6,
3825,612.742,Entry,18,Punish,,
3826,612.804,Input,38,Off1B2,,
3827,613.165,Input,6,On1B2,,
3828,613.237,Input,38,Off1B2,,
3829,613.441,Input,6,On1B2,,
3830,613.504,Input,38,Off1B2,,
3831,613.742,Exit,18,Punish,Time,
3832,613.742,Entry,3,Wait,,
3833,614.242,Exit,3,Wait,Time,
3834,614.242,List,,TrialType10,    4.000,
3835,614.242,Entry,4,CueLeft,,
3836,614.342,Exit,4,CueLeft,Time,
3837,614.342,Entry,5,DeadLeft,,
3838,614.442,Exit,5,DeadLeft,Time,
3839,614.442,Entry,6,WaitForLickLeft,,
3840,614.981,Input,5,On1B1,,
3841,614.981,Exit,6,WaitForLickLeft,5,
3842,614.981,Entry,7,HitLeft,,
3843,614.982,Exit,7,HitLeft,Time,
3844,614.982,Entry,16,WaterOut,,
3845,615.044,Input,37,Off1B1,,
3846,615.057,Exit,16,WaterOut,Time,
3847,615.057,Entry,17,WaterConsumption,,
3848,615.057,Reg,14,CupUp, 1925.000,
3849,615.317,Input,6,On1B2,,
3850,615.359,Input,38,Off1B2,,
3851,615.564,Input,6,On1B2,,
3852,615.615,Input,38,Off1B2,,
3853,615.701,Input,6,On1B2,,
3854,615.755,Input,38,Off1B2,,
3855,615.968,Input,6,On1B2,,
3856,616.019,Input,38,Off1B2,,
3857,616.983,Exit,17,WaterConsumption,Time,
3858,616.983,Entry,19,TrialEnd,,
3859,616.983,Reg,3,ActionRate,    1.000,
3860,616.983,Reg,4,LeftCorrect,    1.000,
3861,616.983,Reg,5,RightCorrect,    0.946,
3862,616.984,Exit,19,TrialEnd,Time,
3863,616.984,Entry,1,Trial,,
3864,616.984,Reg,1,Trial,   76.000,
3865,616.986,Exit,1,Trial,Time,
3866,616.986,Entry,2,ITI,,
3867,616.986,Reg,6,ITItime, 3678.961,
3868,618.355,Input,6,On1B2,,
3869,618.407,Input,38,Off1B2,,
3870,619.257,Input,6,On1B2,,
3871,619.309,Input,38,Off1B2,,
3872,619.492,Input,6,On1B2,,
3873,619.564,Input,38,Off1B2,,
3874,620.666,Exit,2,ITI,Time,
3875,620.666,Entry,3,Wait,,
3876,621.103,Input,6,On1B2,,
3877,621.103,Exit,3,Wait,6,
3878,621.103,Entry,18,Punish,,
3879,621.166,Input,38,Off1B2,,
3880,621.345,Input,6,On1B2,,
3881,621.388,Input,38,Off1B2,,
3882,621.543,Input,6,On1B2,,
3883,621.606,Input,38,Off1B2,,
3884,622.103,Exit,18,Punish,Time,
3885,622.103,Entry,3,Wait,,
3886,622.603,Exit,3,Wait,Time,
3887,622.603,List,,TrialType10,    9.000,
3888,622.603,Entry,9,CueRight,,
3889,622.703,Exit,9,CueRight,Time,
3890,622.703,Entry,10,DeadRight,,
3891,622.803,Exit,10,DeadRight,Time,
3892,622.803,Entry,11,WaitForLickRight,,
3893,622.865,Input,6,On1B2,,
3894,622.865,Exit,11,WaitForLickRight,6,
3895,622.865,Entry,12,HitRight,,
3896,622.867,Exit,12,HitRight,Time,
3897,622.867,Entry,16,WaterOut,,
3898,622.926,Input,38,Off1B2,,
3899,622.943,Exit,16,WaterOut,Time,
3900,622.943,Entry,17,WaterConsumption,,
3901,622.943,Reg,14,CupUp, 1925.000,
3902,623.152,Input,6,On1B2,,
3903,623.204,Input,38,Off1B2,,
3904,623.816,Input,6,On1B2,,
3905,623.868,Input,38,Off1B2,,
3906,624.869,Exit,17,WaterConsumption,Time,
3907,624.869,Entry,19,TrialEnd,,
3908,624.869,Reg,3,ActionRate,    1.000,
3909,624.869,Reg,4,LeftCorrect,    1.000,
3910,624.869,Reg,5,RightCorrect,    0.947,
3911,624.871,Exit,19,TrialEnd,Time,
3912,624.871,Entry,1,Trial,,
3913,624.871,Reg,1,Trial,   77.000,
3914,624.872,Exit,1,Trial,Time,
3915,624.872,Entry,2,ITI,,
3916,624.872,Reg,6,ITItime, 2525.137,
3917,627.398,Exit,2,ITI,Time,
3918,627.398,Entry,3,Wait,,
3919,627.898,Exit,3,Wait,Time,
3920,627.898,List,,TrialType10,    9.000,
3921,627.898,Entry,9,CueRight,,
3922,627.998,Exit,9,CueRight,Time,
3923,627.998,Entry,10,DeadRight,,
3924,628.099,Exit,10,DeadRight,Time,
3925,628.099,Entry,11,WaitForLickRight,,
3926,628.254,Input,6,On1B2,,
3927,628.254,Exit,11,WaitForLickRight,6,
3928,628.254,Entry,12,HitRight,,
3929,628.255,Exit,12,HitRight,Time,
3930,628.255,Entry,16,WaterOut,,
3931,628.316,Input,38,Off1B2,,
3932,628.330,Exit,16,WaterOut,Time,
3933,628.330,Entry,17,WaterConsumption,,
3934,628.330,Reg,14,CupUp, 1925.000,
3935,628.442,Input,6,On1B2,,
3936,628.473,Input,38,Off1B2,,
3937,628.858,Input,6,On1B2,,
3938,628.900,Input,38,Off1B2,,
3939,629.685,Input,6,On1B2,,
3940,629.747,Input,38,Off1B2,,
3941,630.256,Exit,17,WaterConsumption,Time,
3942,630.256,Entry,19,TrialEnd,,
3943,630.256,Reg,3,ActionRate,    1.000,
3944,630.256,Reg,4,LeftCorrect,    1.000,
3945,630.256,Reg,5,RightCorrect,    0.949,
3946,630.257,Exit,19,TrialEnd,Time,
3947,630.257,Entry,1,Trial,,
3948,630.257,Reg,1,Trial,   78.000,
3949,630.259,Exit,1,Trial,Time,
3950,630.259,Entry,2,ITI,,
3951,630.259,Reg,6,ITItime, 3628.003,
3952,632.288,Input,6,On1B2,,
3953,632.350,Input,38,Off1B2,,
3954,632.555,Input,6,On1B2,,
3955,632.618,Input,38,Off1B2,,
3956,633.486,Input,6,On1B2,,
3957,633.559,Input,38,Off1B2,,
3958,633.772,Input,6,On1B2,,
3959,633.835,Input,38,Off1B2,,
3960,633.888,Exit,2,ITI,Time,
3961,633.888,Entry,3,Wait,,
3962,634.388,Exit,3,Wait,Time,
3963,634.388,List,,TrialType10,    4.000,
3964,634.388,Entry,4,CueLeft,,
3965,634.488,Exit,4,CueLeft,Time,
3966,634.488,Entry,5,DeadLeft,,
3967,634.588,Exit,5,DeadLeft,Time,
3968,634.588,Entry,6,WaitForLickLeft,,
3969,635.041,Input,5,On1B1,,
3970,635.041,Exit,6,WaitForLickLeft,5,
3971,635.041,Entry,7,HitLeft,,
3972,635.043,Exit,7,HitLeft,Time,
3973,635.043,Entry,16,WaterOut,,
3974,635.103,Input,37,Off1B1,,
3975,635.118,Exit,16,WaterOut,Time,
3976,635.118,Entry,17,WaterConsumption,,
3977,635.118,Reg,14,CupUp, 1925.000,
3978,636.009,Input,6,On1B2,,
3979,636.061,Input,38,Off1B2,,
3980,636.181,Input,5,On1B1,,
3981,636.244,Input,37,Off1B1,,
3982,636.530,Input,5,On1B1,,
3983,636.593,Input,37,Off1B1,,
3984,637.044,Exit,17,WaterConsumption,Time,
3985,637.044,Entry,19,TrialEnd,,
3986,637.044,Reg,3,ActionRate,    1.000,
3987,637.044,Reg,4,LeftCorrect,    1.000,
3988,637.044,Reg,5,RightCorrect,    0.949,
3989,637.046,Exit,19,TrialEnd,Time,
3990,637.046,Entry,1,Trial,,
3991,637.046,Reg,1,Trial,   79.000,
3992,637.047,Exit,1,Trial,Time,
3993,637.047,Entry,2,ITI,,
3994,637.047,Reg,6,ITItime, 3243.153,
3995,639.392,Input,6,On1B2,,
3996,639.464,Input,38,Off1B2,,
3997,640.193,Input,6,On1B2,,
3998,640.265,Input,38,Off1B2,,
3999,640.291,Exit,2,ITI,Time,
4000,640.291,Entry,3,Wait,,
4001,640.513,Input,6,On1B2,,
4002,640.513,Exit,3,Wait,6,
4003,640.513,Entry,18,Punish,,
4004,640.555,Input,38,Off1B2,,
4005,640.933,Input,6,On1B2,,
4006,641.005,Input,38,Off1B2,,
4007,641.111,Input,5,On1B1,,
4008,641.163,Input,37,Off1B1,,
4009,641.323,Input,6,On1B2,,
4010,641.385,Input,38,Off1B2,,
4011,641.507,Input,6,On1B2,,
4012,641.513,Exit,18,Punish,Time,
4013,641.513,Entry,3,Wait,,
4014,641.570,Input,38,Off1B2,,
4015,642.013,Exit,3,Wait,Time,
4016,642.013,List,,TrialType10,    4.000,
4017,642.013,Entry,4,CueLeft,,
4018,642.113,Exit,4,CueLeft,Time,
4019,642.113,Entry,5,DeadLeft,,
4020,642.213,Exit,5,DeadLeft,Time,
4021,642.213,Entry,6,WaitForLickLeft,,
4022,642.438,Input,5,On1B1,,
4023,642.438,Exit,6,WaitForLickLeft,5,
4024,642.438,Entry,7,HitLeft,,
4025,642.439,Exit,7,HitLeft,Time,
4026,642.439,Entry,16,WaterOut,,
4027,642.500,Input,37,Off1B1,,
4028,642.514,Exit,16,WaterOut,Time,
4029,642.514,Entry,17,WaterConsumption,,
4030,642.514,Reg,14,CupUp, 1925.000,
4031,643.049,Input,6,On1B2,,
4032,643.100,Input,38,Off1B2,,
4033,643.320,Input,6,On1B2,,
4034,643.382,Input,38,Off1B2,,
4035,643.458,Input,6,On1B2,,
4036,643.530,Input,38,Off1B2,,
4037,644.440,Exit,17,WaterConsumption,Time,
4038,644.440,Entry,19,TrialEnd,,
4039,644.440,Reg,3,ActionRate,    1.000,
4040,644.440,Reg,4,LeftCorrect,    1.000,
4041,644.440,Reg,5,RightCorrect,    0.949,
4042,644.442,Exit,19,TrialEnd,Time,
4043,644.442,Entry,1,Trial,,
4044,644.442,Reg,1,Trial,   80.000,
4045,644.443,Exit,1,Trial,Time,
4046,644.443,Entry,2,ITI,,
4047,644.443,Reg,6,ITItime, 3875.293,
4048,647.732,Input,6,On1B2,,
4049,647.774,Input,38,Off1B2,,
4050,647.937,Input,6,On1B2,,
4051,647.989,Input,38,Off1B2,,
4052,648.319,Exit,2,ITI,Time,
4053,648.319,Entry,3,Wait,,
4054,648.776,Input,6,On1B2,,
4055,648.776,Exit,3,Wait,6,
4056,648.776,Entry,18,Punish,,
4057,648.828,Input,38,Off1B2,,
4058,649.776,Exit,18,Punish,Time,
4059,649.776,Entry,3,Wait,,
4060,649.801,Input,6,On1B2,,
4061,649.801,Exit,3,Wait,6,
4062,649.801,Entry,18,Punish,,
4063,649.873,Input,38,Off1B2,,
4064,650.108,Input,6,On1B2,,
4065,650.181,Input,38,Off1B2,,
4066,650.801,Exit,18,Punish,Time,
4067,650.801,Entry,3,Wait,,
4068,650.874,Input,6,On1B2,,
4069,650.874,Exit,3,Wait,6,
4070,650.874,Entry,18,Punish,,
4071,650.946,Input,38,Off1B2,,
4072,651.214,Input,6,On1B2,,
4073,651.276,Input,38,Off1B2,,
4074,651.875,Exit,18,Punish,Time,
4075,651.875,Entry,3,Wait,,
4076,651.906,Input,6,On1B2,,
4077,651.906,Exit,3,Wait,6,
4078,651.906,Entry,18,Punish,,
4079,651.979,Input,38,Off1B2,,
4080,652.906,Exit,18,Punish,Time,
4081,652.906,Entry,3,Wait,,
4082,653.407,Exit,3,Wait,Time,
4083,653.407,List,,TrialType10,    9.000,
4084,653.407,Entry,9,CueRight,,
4085,653.507,Exit,9,CueRight,Time,
4086,653.507,Entry,10,DeadRight,,
4087,653.608,Exit,10,DeadRight,Time,
4088,653.608,Entry,11,WaitForLickRight,,
4089,653.892,Input,6,On1B2,,
4090,653.892,Exit,11,WaitForLickRight,6,
4091,653.892,Entry,12,HitRight,,
4092,653.893,Exit,12,HitRight,Time,
4093,653.893,Entry,16,WaterOut,,
4094,653.964,Input,38,Off1B2,,
4095,653.968,Exit,16,WaterOut,Time,
4096,653.968,Entry,17,WaterConsumption,,
4097,653.968,Reg,14,CupUp, 1925.000,
4098,654.074,Input,6,On1B2,,
4099,654.146,Input,38,Off1B2,,
4100,654.385,Input,6,On1B2,,
4101,654.438,Input,38,Off1B2,,
4102,654.513,Input,6,On1B2,,
4103,654.574,Input,38,Off1B2,,
4104,655.081,Input,6,On1B2,,
4105,655.134,Input,38,Off1B2,,
4106,655.895,Exit,17,WaterConsumption,Time,
4107,655.895,Entry,19,TrialEnd,,
4108,655.895,Reg,3,ActionRate,    1.000,
4109,655.895,Reg,4,LeftCorrect,    1.000,
4110,655.895,Reg,5,RightCorrect,    0.950,
4111,655.896,Exit,19,TrialEnd,Time,
4112,655.896,Entry,1,Trial,,
4113,655.896,Reg,1,Trial,   81.000,
4114,655.898,Exit,1,Trial,Time,
4115,655.898,Entry,2,ITI,,
4116,655.898,Reg,6,ITItime, 3502.267,
4117,659.401,Exit,2,ITI,Time,
4118,659.401,Entry,3,Wait,,
4119,659.612,Input,6,On1B2,,
4120,659.612,Exit,3,Wait,6,
4121,659.612,Entry,18,Punish,,
4122,659.685,Input,38,Off1B2,,
4123,659.921,Input,6,On1B2,,
4124,659.994,Input,38,Off1B2,,
4125,660.385,Input,6,On1B2,,
4126,660.457,Input,38,Off1B2,,
4127,660.613,Exit,18,Punish,Time,
4128,660.613,Entry,3,Wait,,
4129,661.113,Exit,3,Wait,Time,
4130,661.113,List,,TrialType10,    9.000,
4131,661.113,Entry,9,CueRight,,
4132,661.213,Exit,9,CueRight,Time,
4133,661.213,Entry,10,DeadRight,,
4134,661.314,Exit,10,DeadRight,Time,
4135,661.314,Entry,11,WaitForLickRight,,
4136,661.471,Input,6,On1B2,,
4137,661.471,Exit,11,WaitForLickRight,6,
4138,661.471,Entry,12,HitRight,,
4139,661.472,Exit,12,HitRight,Time,
4140,661.472,Entry,16,WaterOut,,
4141,661.532,Input,38,Off1B2,,
4142,661.547,Exit,16,WaterOut,Time,
4143,661.547,Entry,17,WaterConsumption,,
4144,661.547,Reg,14,CupUp, 1925.000,
4145,661.654,Input,6,On1B2,,
4146,661.706,Input,38,Off1B2,,
4147,662.065,Input,6,On1B2,,
4148,662.116,Input,38,Off1B2,,
4149,662.339,Input,6,On1B2,,
4150,662.390,Input,38,Off1B2,,
4151,663.473,Exit,17,WaterConsumption,Time,
4152,663.473,Entry,19,TrialEnd,,
4153,663.473,Reg,3,ActionRate,    1.000,
4154,663.473,Reg,4,LeftCorrect,    1.000,
4155,663.473,Reg,5,RightCorrect,    0.951,
4156,663.475,Exit,19,TrialEnd,Time,
4157,663.475,Entry,1,Trial,,
4158,663.475,Reg,1,Trial,   82.000,
4159,663.476,Exit,1,Trial,Time,
4160,663.476,Entry,2,ITI,,
4161,663.476,Reg,6,ITItime, 3412.537,
